Proffundidad,w,Sondeo,X,Y,Zmsn,Z
7.43,37.2,SM-11-B1,477167.57,2037681.46,3.88,-3.55
7.88,61.2,SM-11-B1,477167.57,2037681.46,3.88,-4
8.32,33.4,SM-11-B1,477167.57,2037681.46,3.88,-4.44
8.78,35.6,SM-11-B1,477167.57,2037681.46,3.88,-4.9
9.23,38.9,SM-11-B1,477167.57,2037681.46,3.88,-5.35
9.68,31.8,SM-11-B1,477167.57,2037681.46,3.88,-5.8
10.01,35.3,SM-11-B1,477167.57,2037681.46,3.88,-6.13
10.24,46.1,SM-11-B1,477167.57,2037681.46,3.88,-6.36
10.58,43.4,SM-11-B1,477167.57,2037681.46,3.88,-6.7
10.91,44,SM-11-B1,477167.57,2037681.46,3.88,-7.03
11.14,46.6,SM-11-B1,477167.57,2037681.46,3.88,-7.26
11.48,45.5,SM-11-B1,477167.57,2037681.46,3.88,-7.6
11.77,37.7,SM-11-B1,477167.57,2037681.46,3.88,-7.89
11.93,44.3,SM-11-B1,477167.57,2037681.46,3.88,-8.05
12.08,49,SM-11-B1,477167.57,2037681.46,3.88,-8.2
12.23,49.94,SM-11-B1,477167.57,2037681.46,3.88,-8.35
12.38,40.1,SM-11-B1,477167.57,2037681.46,3.88,-8.5
12.52,47.43,SM-11-B1,477167.57,2037681.46,3.88,-8.64
12.68,42.6,SM-11-B1,477167.57,2037681.46,3.88,-8.8
12.83,34.41,SM-11-B1,477167.57,2037681.46,3.88,-8.95
12.98,44.91,SM-11-B1,477167.57,2037681.46,3.88,-9.1
13.28,42.56,SM-11-B1,477167.57,2037681.46,3.88,-9.4
13.73,45.16,SM-11-B1,477167.57,2037681.46,3.88,-9.85
14.18,44.13,SM-11-B1,477167.57,2037681.46,3.88,-10.3
14.63,43.7,SM-11-B1,477167.57,2037681.46,3.88,-10.75
15.08,45.7,SM-11-B1,477167.57,2037681.46,3.88,-11.2
15.38,44,SM-11-B1,477167.57,2037681.46,3.88,-11.5
15.52,33.01,SM-11-B1,477167.57,2037681.46,3.88,-11.64
15.68,43.07,SM-11-B1,477167.57,2037681.46,3.88,-11.8
15.86,52.47,SM-11-B1,477167.57,2037681.46,3.88,-11.98
16.09,35.73,SM-11-B1,477167.57,2037681.46,3.88,-12.21
16.42,39.32,SM-11-B1,477167.57,2037681.46,3.88,-12.54
16.76,29.49,SM-11-B1,477167.57,2037681.46,3.88,-12.88
16.99,31.67,SM-11-B1,477167.57,2037681.46,3.88,-13.11
17.18,30.2,SM-11-B1,477167.57,2037681.46,3.88,-13.3
17.33,47.24,SM-11-B1,477167.57,2037681.46,3.88,-13.45
17.48,27.13,SM-11-B1,477167.57,2037681.46,3.88,-13.6
17.77,35.15,SM-11-B1,477167.57,2037681.46,3.88,-13.89
18.05,60.19,SM-11-B1,477167.57,2037681.46,3.88,-14.17
18.13,27.77,SM-11-B1,477167.57,2037681.46,3.88,-14.25
18.23,34.65,SM-11-B1,477167.57,2037681.46,3.88,-14.35
18.31,31.85,SM-11-B1,477167.57,2037681.46,3.88,-14.43
18.41,34.6,SM-11-B1,477167.57,2037681.46,3.88,-14.53
18.67,41.47,SM-11-B1,477167.57,2037681.46,3.88,-14.79
20.02,19.6,SM-11-B1,477167.57,2037681.46,3.88,-16.14
20.48,19.7,SM-11-B1,477167.57,2037681.46,3.88,-16.6
20.92,21.9,SM-11-B1,477167.57,2037681.46,3.88,-17.04
21.38,26.4,SM-11-B1,477167.57,2037681.46,3.88,-17.5
21.83,26.2,SM-11-B1,477167.57,2037681.46,3.88,-17.95
22.28,25.5,SM-11-B1,477167.57,2037681.46,3.88,-18.4
22.73,21.6,SM-11-B1,477167.57,2037681.46,3.88,-18.85
23.17,22.22,SM-11-B1,477167.57,2037681.46,3.88,-19.29
23.63,22.8,SM-11-B1,477167.57,2037681.46,3.88,-19.75
24.08,20.5,SM-11-B1,477167.57,2037681.46,3.88,-20.2
24.53,22.9,SM-11-B1,477167.57,2037681.46,3.88,-20.65
24.98,24.2,SM-11-B1,477167.57,2037681.46,3.88,-21.1
25.42,24.3,SM-11-B1,477167.57,2037681.46,3.88,-21.54
25.88,24.7,SM-11-B1,477167.57,2037681.46,3.88,-22
26.33,23.2,SM-11-B1,477167.57,2037681.46,3.88,-22.45
26.78,20.8,SM-11-B1,477167.57,2037681.46,3.88,-22.9
27.23,20.1,SM-11-B1,477167.57,2037681.46,3.88,-23.35
27.67,25.1,SM-11-B1,477167.57,2037681.46,3.88,-23.79
28.13,23.2,SM-11-B1,477167.57,2037681.46,3.88,-24.25
28.58,24.7,SM-11-B1,477167.57,2037681.46,3.88,-24.7
29.03,23.1,SM-11-B1,477167.57,2037681.46,3.88,-25.15
29.4,23.7,SM-11-B1,477167.57,2037681.46,3.88,-25.52
29.78,19.9,SM-11-B1,477167.57,2037681.46,3.88,-25.9
29.93,57.8,SM-11-B1,477167.57,2037681.46,3.88,-26.05
30.08,25.1,SM-11-B1,477167.57,2037681.46,3.88,-26.2
30.38,22.4,SM-11-B1,477167.57,2037681.46,3.88,-26.5
30.83,29.2,SM-11-B1,477167.57,2037681.46,3.88,-26.95
31.28,30.2,SM-11-B1,477167.57,2037681.46,3.88,-27.4
31.73,28.3,SM-11-B1,477167.57,2037681.46,3.88,-27.85
32.17,26,SM-11-B1,477167.57,2037681.46,3.88,-28.29
32.63,27.3,SM-11-B1,477167.57,2037681.46,3.88,-28.75
33.08,28.6,SM-11-B1,477167.57,2037681.46,3.88,-29.2
33.45,24,SM-11-B1,477167.57,2037681.46,3.88,-29.57
33.98,25.4,SM-11-B1,477167.57,2037681.46,3.88,-30.1
34.42,28.9,SM-11-B1,477167.57,2037681.46,3.88,-30.54
34.88,26.3,SM-11-B1,477167.57,2037681.46,3.88,-31
35.17,25.7,SM-11-B1,477167.57,2037681.46,3.88,-31.29
35.33,22.1,SM-11-B1,477167.57,2037681.46,3.88,-31.45
35.47,32.8,SM-11-B1,477167.57,2037681.46,3.88,-31.59
35.78,22.4,SM-11-B1,477167.57,2037681.46,3.88,-31.9
36.23,21.7,SM-11-B1,477167.57,2037681.46,3.88,-32.35
36.67,21.1,SM-11-B1,477167.57,2037681.46,3.88,-32.79
37.01,27,SM-11-B1,477167.57,2037681.46,3.88,-33.13
37.24,26.2,SM-11-B1,477167.57,2037681.46,3.88,-33.36
37.58,27.5,SM-11-B1,477167.57,2037681.46,3.88,-33.7
37.91,26.1,SM-11-B1,477167.57,2037681.46,3.88,-34.03
38.14,25,SM-11-B1,477167.57,2037681.46,3.88,-34.26
,112,SM-11-B1,477167.57,2037681.46,3.88,3.88
,0,SM-08-B1,,,,0
0.11,22.2,SM-32-P2,479000.45,2036846.64,1.41,1.3
0.34,19.1,SM-32-P2,479000.45,2036846.64,1.41,1.07
0.68,23.6,SM-32-P2,479000.45,2036846.64,1.41,0.73
1.13,22.8,SM-32-P2,479000.45,2036846.64,1.41,0.28
1.58,23.9,SM-32-P2,479000.45,2036846.64,1.41,-0.17
2.03,26.8,SM-32-P2,479000.45,2036846.64,1.41,-0.62
2.48,25.7,SM-32-P2,479000.45,2036846.64,1.41,-1.07
2.93,31.7,SM-32-P2,479000.45,2036846.64,1.41,-1.52
3.38,47.6,SM-32-P2,479000.45,2036846.64,1.41,-1.97
3.71,32.7,SM-32-P2,479000.45,2036846.64,1.41,-2.3
3.94,46.6,SM-32-P2,479000.45,2036846.64,1.41,-2.53
4.13,25.3,SM-32-P2,479000.45,2036846.64,1.41,-2.72
4.28,38.8,SM-32-P2,479000.45,2036846.64,1.41,-2.87
4.43,56.9,SM-32-P2,479000.45,2036846.64,1.41,-3.02
4.61,28.8,SM-32-P2,479000.45,2036846.64,1.41,-3.2
4.84,24.5,SM-32-P2,479000.45,2036846.64,1.41,-3.43
5.18,25.2,SM-32-P2,479000.45,2036846.64,1.41,-3.77
5.63,25.2,SM-32-P2,479000.45,2036846.64,1.41,-4.22
6.07,23,SM-32-P2,479000.45,2036846.64,1.41,-4.66
6.41,21.6,SM-32-P2,479000.45,2036846.64,1.41,-5
6.64,21.5,SM-32-P2,479000.45,2036846.64,1.41,-5.23
6.98,25.2,SM-32-P2,479000.45,2036846.64,1.41,-5.57
7.43,22,SM-32-P2,479000.45,2036846.64,1.41,-6.02
7.88,21.1,SM-32-P2,479000.45,2036846.64,1.41,-6.47
8.32,23.1,SM-32-P2,479000.45,2036846.64,1.41,-6.91
8.78,22.8,SM-32-P2,479000.45,2036846.64,1.41,-7.37
9.23,23.2,SM-32-P2,479000.45,2036846.64,1.41,-7.82
9.68,21.5,SM-32-P2,479000.45,2036846.64,1.41,-8.27
10.13,19.9,SM-32-P2,479000.45,2036846.64,1.41,-8.72
10.58,48.9,SM-32-P2,479000.45,2036846.64,1.41,-9.17
11.03,50.3,SM-32-P2,479000.45,2036846.64,1.41,-9.62
11.48,52.2,SM-32-P2,479000.45,2036846.64,1.41,-10.07
11.93,47.2,SM-32-P2,479000.45,2036846.64,1.41,-10.52
12.38,43.6,SM-32-P2,479000.45,2036846.64,1.41,-10.97
12.83,53.1,SM-32-P2,479000.45,2036846.64,1.41,-11.42
13.28,53.6,SM-32-P2,479000.45,2036846.64,1.41,-11.87
13.61,51.7,SM-32-P2,479000.45,2036846.64,1.41,-12.2
13.84,34.1,SM-32-P2,479000.45,2036846.64,1.41,-12.43
14.02,57.1,SM-32-P2,479000.45,2036846.64,1.41,-12.61
14.18,73.6,SM-32-P2,479000.45,2036846.64,1.41,-12.77
14.33,122.6,SM-32-P2,479000.45,2036846.64,1.41,-12.92
14.63,30.9,SM-32-P2,479000.45,2036846.64,1.41,-13.22
15.08,30.1,SM-32-P2,479000.45,2036846.64,1.41,-13.67
15.41,25.8,SM-32-P2,479000.45,2036846.64,1.41,-14
15.64,26.2,SM-32-P2,479000.45,2036846.64,1.41,-14.23
15.98,21.6,SM-32-P2,479000.45,2036846.64,1.41,-14.57
16.42,22.4,SM-32-P2,479000.45,2036846.64,1.41,-15.01
16.88,24.1,SM-32-P2,479000.45,2036846.64,1.41,-15.47
17.33,28.6,SM-32-P2,479000.45,2036846.64,1.41,-15.92
17.77,19.9,SM-32-P2,479000.45,2036846.64,1.41,-16.36
18.23,20.3,SM-32-P2,479000.45,2036846.64,1.41,-16.82
18.67,21.4,SM-32-P2,479000.45,2036846.64,1.41,-17.26
19.13,22.4,SM-32-P2,479000.45,2036846.64,1.41,-17.72
19.58,21.3,SM-32-P2,479000.45,2036846.64,1.41,-18.17
20.02,24.9,SM-32-P2,479000.45,2036846.64,1.41,-18.61
20.48,23.4,SM-32-P2,479000.45,2036846.64,1.41,-19.07
20.92,20.7,SM-32-P2,479000.45,2036846.64,1.41,-19.51
21.38,23.2,SM-32-P2,479000.45,2036846.64,1.41,-19.97
21.71,16.7,SM-32-P2,479000.45,2036846.64,1.41,-20.3
21.94,26.9,SM-32-P2,479000.45,2036846.64,1.41,-20.53
22.16,15.3,SM-32-P2,479000.45,2036846.64,1.41,-20.75
22.39,18.2,SM-32-P2,479000.45,2036846.64,1.41,-20.98
22.58,31.4,SM-32-P2,479000.45,2036846.64,1.41,-21.17
22.73,44.3,SM-32-P2,479000.45,2036846.64,1.41,-21.32
22.88,21.4,SM-32-P2,479000.45,2036846.64,1.41,-21.47
23.06,26.1,SM-32-P2,479000.45,2036846.64,1.41,-21.65
23.29,26.2,SM-32-P2,479000.45,2036846.64,1.41,-21.88
23.63,25.9,SM-32-P2,479000.45,2036846.64,1.41,-22.22
24.08,29.1,SM-32-P2,479000.45,2036846.64,1.41,-22.67
24.53,28.7,SM-32-P2,479000.45,2036846.64,1.41,-23.12
24.98,29.2,SM-32-P2,479000.45,2036846.64,1.41,-23.57
25.42,27.7,SM-32-P2,479000.45,2036846.64,1.41,-24.01
25.88,27.7,SM-32-P2,479000.45,2036846.64,1.41,-24.47
26.33,27.6,SM-32-P2,479000.45,2036846.64,1.41,-24.92
26.78,26.2,SM-32-P2,479000.45,2036846.64,1.41,-25.37
27.23,27.6,SM-32-P2,479000.45,2036846.64,1.41,-25.82
27.67,21.5,SM-32-P2,479000.45,2036846.64,1.41,-26.26
27.98,23,SM-32-P2,479000.45,2036846.64,1.41,-26.57
28.13,25.5,SM-32-P2,479000.45,2036846.64,1.41,-26.72
28.28,21.6,SM-32-P2,479000.45,2036846.64,1.41,-26.87
28.4,21.9,SM-32-P2,479000.45,2036846.64,1.41,-26.99
28.49,16.9,SM-32-P2,479000.45,2036846.64,1.41,-27.08
28.58,33.8,SM-32-P2,479000.45,2036846.64,1.41,-27.17
28.67,27.6,SM-32-P2,479000.45,2036846.64,1.41,-27.26
28.76,28.1,SM-32-P2,479000.45,2036846.64,1.41,-27.35
28.91,24.9,SM-32-P2,479000.45,2036846.64,1.41,-27.5
29.14,28.1,SM-32-P2,479000.45,2036846.64,1.41,-27.73
29.33,28.8,SM-32-P2,479000.45,2036846.64,1.41,-27.92
29.48,23.6,SM-32-P2,479000.45,2036846.64,1.41,-28.07
29.63,27.8,SM-32-P2,479000.45,2036846.64,1.41,-28.22
29.78,27.9,SM-32-P2,479000.45,2036846.64,1.41,-28.37
29.93,28.3,SM-32-P2,479000.45,2036846.64,1.41,-28.52
30.08,32.3,SM-32-P2,479000.45,2036846.64,1.41,-28.67
30.23,28.4,SM-32-P2,479000.45,2036846.64,1.41,-28.82
30.38,29.3,SM-32-P2,479000.45,2036846.64,1.41,-28.97
30.53,30.6,SM-32-P2,479000.45,2036846.64,1.41,-29.12
30.68,32,SM-32-P2,479000.45,2036846.64,1.41,-29.27
30.83,30.4,SM-32-P2,479000.45,2036846.64,1.41,-29.42
30.98,30.7,SM-32-P2,479000.45,2036846.64,1.41,-29.57
31.16,38.4,SM-32-P2,479000.45,2036846.64,1.41,-29.75
31.39,38,SM-32-P2,479000.45,2036846.64,1.41,-29.98
31.58,38.6,SM-32-P2,479000.45,2036846.64,1.41,-30.17
31.73,41.1,SM-32-P2,479000.45,2036846.64,1.41,-30.32
31.88,33.1,SM-32-P2,479000.45,2036846.64,1.41,-30.47
32.03,41,SM-32-P2,479000.45,2036846.64,1.41,-30.62
32.17,34.5,SM-32-P2,479000.45,2036846.64,1.41,-30.76
32.33,35.4,SM-32-P2,479000.45,2036846.64,1.41,-30.92
32.63,27.8,SM-32-P2,479000.45,2036846.64,1.41,-31.22
32.92,36.2,SM-32-P2,479000.45,2036846.64,1.41,-31.51
33.08,30.5,SM-32-P2,479000.45,2036846.64,1.41,-31.67
33.22,25.7,SM-32-P2,479000.45,2036846.64,1.41,-31.81
33.53,24.1,SM-32-P2,479000.45,2036846.64,1.41,-32.12
33.98,26.3,SM-32-P2,479000.45,2036846.64,1.41,-32.57
34.31,27.7,SM-32-P2,479000.45,2036846.64,1.41,-32.9
34.54,24,SM-32-P2,479000.45,2036846.64,1.41,-33.13
34.88,25.1,SM-32-P2,479000.45,2036846.64,1.41,-33.47
35.33,28.8,SM-32-P2,479000.45,2036846.64,1.41,-33.92
35.78,21.4,SM-32-P2,479000.45,2036846.64,1.41,-34.37
36.23,23.6,SM-32-P2,479000.45,2036846.64,1.41,-34.82
36.67,23.9,SM-32-P2,479000.45,2036846.64,1.41,-35.26
37.01,24.6,SM-32-P2,479000.45,2036846.64,1.41,-35.6
37.24,20.8,SM-32-P2,479000.45,2036846.64,1.41,-35.83
37.58,26.4,SM-32-P2,479000.45,2036846.64,1.41,-36.17
38.03,29,SM-32-P2,479000.45,2036846.64,1.41,-36.62
38.48,25.6,SM-32-P2,479000.45,2036846.64,1.41,-37.07
38.76,23.1,SM-32-P2,479000.45,2036846.64,1.41,-37.35
38.87,24.7,SM-32-P2,479000.45,2036846.64,1.41,-37.46
38.98,20,SM-32-P2,479000.45,2036846.64,1.41,-37.57
39.09,25.5,SM-32-P2,479000.45,2036846.64,1.41,-37.68
39.26,28.8,SM-32-P2,479000.45,2036846.64,1.41,-37.85
39.49,28,SM-32-P2,479000.45,2036846.64,1.41,-38.08
39.83,27.9,SM-32-P2,479000.45,2036846.64,1.41,-38.42
40.28,33.1,SM-32-P2,479000.45,2036846.64,1.41,-38.87
40.56,30.5,SM-32-P2,479000.45,2036846.64,1.41,-39.15
40.67,28.4,SM-32-P2,479000.45,2036846.64,1.41,-39.26
40.78,31.5,SM-32-P2,479000.45,2036846.64,1.41,-39.37
40.89,26.8,SM-32-P2,479000.45,2036846.64,1.41,-39.48
41.18,25.9,SM-32-P2,479000.45,2036846.64,1.41,-39.77
41.63,24.5,SM-32-P2,479000.45,2036846.64,1.41,-40.22
41.96,24,SM-32-P2,479000.45,2036846.64,1.41,-40.55
42.19,24.1,SM-32-P2,479000.45,2036846.64,1.41,-40.78
42.53,22.4,SM-32-P2,479000.45,2036846.64,1.41,-41.12
42.98,24.6,SM-32-P2,479000.45,2036846.64,1.41,-41.57
43.3,21.5,SM-32-P2,479000.45,2036846.64,1.41,-41.89
43.88,24.7,SM-32-P2,479000.45,2036846.64,1.41,-42.47
44.21,22.2,SM-32-P2,479000.45,2036846.64,1.41,-42.8
44.44,25,SM-32-P2,479000.45,2036846.64,1.41,-43.03
44.78,21.6,SM-32-P2,479000.45,2036846.64,1.41,-43.37
45.23,21.6,SM-32-P2,479000.45,2036846.64,1.41,-43.82
45.56,23.2,SM-32-P2,479000.45,2036846.64,1.41,-44.15
45.79,27.2,SM-32-P2,479000.45,2036846.64,1.41,-44.38
46.13,25.4,SM-32-P2,479000.45,2036846.64,1.41,-44.72
46.58,29.2,SM-32-P2,479000.45,2036846.64,1.41,-45.17
47.03,33.5,SM-32-P2,479000.45,2036846.64,1.41,-45.62
47.48,31.6,SM-32-P2,479000.45,2036846.64,1.41,-46.07
47.93,32.8,SM-32-P2,479000.45,2036846.64,1.41,-46.52
48.38,30.9,SM-32-P2,479000.45,2036846.64,1.41,-46.97
48.83,34,SM-32-P2,479000.45,2036846.64,1.41,-47.42
49.28,34.2,SM-32-P2,479000.45,2036846.64,1.41,-47.87
49.73,39,SM-32-P2,479000.45,2036846.64,1.41,-48.32
50.18,37.1,SM-32-P2,479000.45,2036846.64,1.41,-48.77
50.63,33.8,SM-32-P2,479000.45,2036846.64,1.41,-49.22
51.08,30.3,SM-32-P2,479000.45,2036846.64,1.41,-49.67
51.53,31.6,SM-32-P2,479000.45,2036846.64,1.41,-50.12
51.98,35.4,SM-32-P2,479000.45,2036846.64,1.41,-50.57
0.23,23.4,SM-30-P2,480015.16,2037202.47,1.21,0.98
0.68,24.3,SM-30-P2,480015.16,2037202.47,1.21,0.53
1.01,28.5,SM-30-P2,480015.16,2037202.47,1.21,0.2
1.24,17.9,SM-30-P2,480015.16,2037202.47,1.21,-0.03
1.58,18.6,SM-30-P2,480015.16,2037202.47,1.21,-0.37
3.71,40.3,SM-30-P2,480015.16,2037202.47,1.21,-2.5
3.94,20.4,SM-30-P2,480015.16,2037202.47,1.21,-2.73
4.28,21.5,SM-30-P2,480015.16,2037202.47,1.21,-3.07
4.72,20.8,SM-30-P2,480015.16,2037202.47,1.21,-3.51
5.18,19.4,SM-30-P2,480015.16,2037202.47,1.21,-3.97
5.63,19.9,SM-30-P2,480015.16,2037202.47,1.21,-4.42
6.07,17.9,SM-30-P2,480015.16,2037202.47,1.21,-4.86
6.53,22.4,SM-30-P2,480015.16,2037202.47,1.21,-5.32
6.98,18.3,SM-30-P2,480015.16,2037202.47,1.21,-5.77
7.31,22.6,SM-30-P2,480015.16,2037202.47,1.21,-6.1
7.54,53.2,SM-30-P2,480015.16,2037202.47,1.21,-6.33
7.88,50.3,SM-30-P2,480015.16,2037202.47,1.21,-6.67
8.32,43.5,SM-30-P2,480015.16,2037202.47,1.21,-7.11
8.78,45.1,SM-30-P2,480015.16,2037202.47,1.21,-7.57
9.68,54.8,SM-30-P2,480015.16,2037202.47,1.21,-8.47
10.13,47.8,SM-30-P2,480015.16,2037202.47,1.21,-8.92
10.58,49.1,SM-30-P2,480015.16,2037202.47,1.21,-9.37
11.03,51.4,SM-30-P2,480015.16,2037202.47,1.21,-9.82
11.93,54,SM-30-P2,480015.16,2037202.47,1.21,-10.72
12.38,53.9,SM-30-P2,480015.16,2037202.47,1.21,-11.17
12.83,33.3,SM-30-P2,480015.16,2037202.47,1.21,-11.62
13.61,29.5,SM-30-P2,480015.16,2037202.47,1.21,-12.4
13.84,20.7,SM-30-P2,480015.16,2037202.47,1.21,-12.63
14.18,19.7,SM-30-P2,480015.16,2037202.47,1.21,-12.97
14.63,23.2,SM-30-P2,480015.16,2037202.47,1.21,-13.42
15.08,21.6,SM-30-P2,480015.16,2037202.47,1.21,-13.87
15.53,22.3,SM-30-P2,480015.16,2037202.47,1.21,-14.32
15.98,26.5,SM-30-P2,480015.16,2037202.47,1.21,-14.77
16.42,27.5,SM-30-P2,480015.16,2037202.47,1.21,-15.21
17.33,30.2,SM-30-P2,480015.16,2037202.47,1.21,-16.12
18.23,30.4,SM-30-P2,480015.16,2037202.47,1.21,-17.02
18.67,26.8,SM-30-P2,480015.16,2037202.47,1.21,-17.46
19.13,31.2,SM-30-P2,480015.16,2037202.47,1.21,-17.92
20.02,29.2,SM-30-P2,480015.16,2037202.47,1.21,-18.81
20.48,25,SM-30-P2,480015.16,2037202.47,1.21,-19.27
20.92,25.3,SM-30-P2,480015.16,2037202.47,1.21,-19.71
21.38,26.1,SM-30-P2,480015.16,2037202.47,1.21,-20.17
21.83,21.6,SM-30-P2,480015.16,2037202.47,1.21,-20.62
22.28,31.5,SM-30-P2,480015.16,2037202.47,1.21,-21.07
22.73,28.1,SM-30-P2,480015.16,2037202.47,1.21,-21.52
23.17,36.8,SM-30-P2,480015.16,2037202.47,1.21,-21.96
23.63,23.9,SM-30-P2,480015.16,2037202.47,1.21,-22.42
24.08,37.3,SM-30-P2,480015.16,2037202.47,1.21,-22.87
24.53,38.6,SM-30-P2,480015.16,2037202.47,1.21,-23.32
24.98,42.2,SM-30-P2,480015.16,2037202.47,1.21,-23.77
25.42,38,SM-30-P2,480015.16,2037202.47,1.21,-24.21
25.88,35.8,SM-30-P2,480015.16,2037202.47,1.21,-24.67
26.33,33.6,SM-30-P2,480015.16,2037202.47,1.21,-25.12
26.78,33.5,SM-30-P2,480015.16,2037202.47,1.21,-25.57
27.23,30.7,SM-30-P2,480015.16,2037202.47,1.21,-26.02
27.67,25.5,SM-30-P2,480015.16,2037202.47,1.21,-26.46
28.13,24.2,SM-30-P2,480015.16,2037202.47,1.21,-26.92
28.58,19,SM-30-P2,480015.16,2037202.47,1.21,-27.37
29.03,17.5,SM-30-P2,480015.16,2037202.47,1.21,-27.82
29.48,18.7,SM-30-P2,480015.16,2037202.47,1.21,-28.27
29.92,18.3,SM-30-P2,480015.16,2037202.47,1.21,-28.71
30.38,16.1,SM-30-P2,480015.16,2037202.47,1.21,-29.17
30.83,17.4,SM-30-P2,480015.16,2037202.47,1.21,-29.62
31.16,19.1,SM-30-P2,480015.16,2037202.47,1.21,-29.95
31.39,16.7,SM-30-P2,480015.16,2037202.47,1.21,-30.18
31.73,25.2,SM-30-P2,480015.16,2037202.47,1.21,-30.52
32.1,18.6,SM-30-P2,480015.16,2037202.47,1.21,-30.89
32.51,24.9,SM-30-P2,480015.16,2037202.47,1.21,-31.3
32.74,21.6,SM-30-P2,480015.16,2037202.47,1.21,-31.53
32.96,14.4,SM-30-P2,480015.16,2037202.47,1.21,-31.75
33.19,35.4,SM-30-P2,480015.16,2037202.47,1.21,-31.98
33.53,22.8,SM-30-P2,480015.16,2037202.47,1.21,-32.32
33.98,25.2,SM-30-P2,480015.16,2037202.47,1.21,-32.77
34.31,16.2,SM-30-P2,480015.16,2037202.47,1.21,-33.1
34.54,26.5,SM-30-P2,480015.16,2037202.47,1.21,-33.33
34.88,28.9,SM-30-P2,480015.16,2037202.47,1.21,-33.67
35.33,22.6,SM-30-P2,480015.16,2037202.47,1.21,-34.12
35.78,26.4,SM-30-P2,480015.16,2037202.47,1.21,-34.57
36.23,27.5,SM-30-P2,480015.16,2037202.47,1.21,-35.02
36.67,27.1,SM-30-P2,480015.16,2037202.47,1.21,-35.46
37.13,27.1,SM-30-P2,480015.16,2037202.47,1.21,-35.92
37.58,29.1,SM-30-P2,480015.16,2037202.47,1.21,-36.37
38.03,27.1,SM-30-P2,480015.16,2037202.47,1.21,-36.82
38.48,25.9,SM-30-P2,480015.16,2037202.47,1.21,-37.27
38.92,27.1,SM-30-P2,480015.16,2037202.47,1.21,-37.71
39.38,33.4,SM-30-P2,480015.16,2037202.47,1.21,-38.17
39.83,25.4,SM-30-P2,480015.16,2037202.47,1.21,-38.62
40.28,25.5,SM-30-P2,480015.16,2037202.47,1.21,-39.07
40.73,26.3,SM-30-P2,480015.16,2037202.47,1.21,-39.52
41.09,25,SM-30-P2,480015.16,2037202.47,1.21,-39.88
41.63,27,SM-30-P2,480015.16,2037202.47,1.21,-40.42
42.08,24.4,SM-30-P2,480015.16,2037202.47,1.21,-40.87
42.53,39.7,SM-30-P2,480015.16,2037202.47,1.21,-41.32
42.98,24,SM-30-P2,480015.16,2037202.47,1.21,-41.77
43.43,16.2,SM-30-P2,480015.16,2037202.47,1.21,-42.22
43.88,32.2,SM-30-P2,480015.16,2037202.47,1.21,-42.67
44.33,22.2,SM-30-P2,480015.16,2037202.47,1.21,-43.12
44.7,17.5,SM-30-P2,480015.16,2037202.47,1.21,-43.49
45.23,21.3,SM-30-P2,480015.16,2037202.47,1.21,-44.02
45.68,15.8,SM-30-P2,480015.16,2037202.47,1.21,-44.47
46.13,21.5,SM-30-P2,480015.16,2037202.47,1.21,-44.92
46.58,21.9,SM-30-P2,480015.16,2037202.47,1.21,-45.37
46.94,13.8,SM-30-P2,480015.16,2037202.47,1.21,-45.73
47.48,15.9,SM-30-P2,480015.16,2037202.47,1.21,-46.27
47.78,14.3,SM-30-P2,480015.16,2037202.47,1.21,-46.57
48.38,17.2,SM-30-P2,480015.16,2037202.47,1.21,-47.17
48.81,18.1,SM-30-P2,480015.16,2037202.47,1.21,-47.6
49.28,19.4,SM-30-P2,480015.16,2037202.47,1.21,-48.07
49.65,20.4,SM-30-P2,480015.16,2037202.47,1.21,-48.44
50.18,17.7,SM-30-P2,480015.16,2037202.47,1.21,-48.97
,110,SM-30-P2,480015.16,2037202.47,1.21,1.21
0.11,35.27,SM-58-P1,478010.84,2037201.06,2.25,2.14
0.34,36.21,SM-58-P1,478010.84,2037201.06,2.25,1.91
0.56,39.46,SM-58-P1,478010.84,2037201.06,2.25,1.69
0.79,38.8,SM-58-P1,478010.84,2037201.06,2.25,1.46
1.01,34.47,SM-58-P1,478010.84,2037201.06,2.25,1.24
1.24,33.89,SM-58-P1,478010.84,2037201.06,2.25,1.01
1.46,34.54,SM-58-P1,478010.84,2037201.06,2.25,0.79
1.69,35.09,SM-58-P1,478010.84,2037201.06,2.25,0.56
1.86,41.46,SM-58-P1,478010.84,2037201.06,2.25,0.39
1.97,40.37,SM-58-P1,478010.84,2037201.06,2.25,0.28
2.08,19.34,SM-58-P1,478010.84,2037201.06,2.25,0.17
2.19,20.83,SM-58-P1,478010.84,2037201.06,2.25,0.06
2.36,23.69,SM-58-P1,478010.84,2037201.06,2.25,-0.11
2.59,24.14,SM-58-P1,478010.84,2037201.06,2.25,-0.34
2.81,24.53,SM-58-P1,478010.84,2037201.06,2.25,-0.56
3.04,27.95,SM-58-P1,478010.84,2037201.06,2.25,-0.79
3.26,21.89,SM-58-P1,478010.84,2037201.06,2.25,-1.01
3.49,22.73,SM-58-P1,478010.84,2037201.06,2.25,-1.24
3.71,20.82,SM-58-P1,478010.84,2037201.06,2.25,-1.46
3.94,21.91,SM-58-P1,478010.84,2037201.06,2.25,-1.69
4.16,19.74,SM-58-P1,478010.84,2037201.06,2.25,-1.91
4.39,20.03,SM-58-P1,478010.84,2037201.06,2.25,-2.14
