Sondeo,N,X,Y,Z
SM-43-P1,50,478109.666,2038510.974,-5.1
SM-43-P1,50,478112.67,2038510.48,-5.205
SM-43-P1,50,478109.666,2038510.974,-5.325
SM-43-P1,50,478112.67,2038510.48,-5.43
SM-43-P1,50,478109.666,2038510.974,-5.55
SM-43-P1,50,478112.67,2038510.48,-5.655
SM-43-P1,50,478109.666,2038510.974,-5.775
SM-43-P1,50,478112.67,2038510.48,-6.555
SM-43-P1,50,478109.666,2038510.974,-6.675
SM-43-P1,50,478112.67,2038510.48,-6.78
SM-43-P1,50,478109.666,2038510.974,-6.9
SM-43-P1,50,478112.67,2038510.48,-7.005
SM-43-P1,50,478109.666,2038510.974,-7.125
SM-43-P1,50,478112.67,2038510.48,-7.23
SM-43-P1,50,478109.666,2038510.974,-7.35
SM-43-P1,50,478112.67,2038510.48,-7.455
SM-43-P1,50,478109.666,2038510.974,-7.575
SM-43-P1,50,478112.67,2038510.48,-7.68
SM-43-P1,50,478109.666,2038510.974,-7.8
SM-43-P1,50,478112.67,2038510.48,-7.905
SM-43-P1,50,478109.666,2038510.974,-8.025
SM-43-P1,50,478112.67,2038510.48,-8.13
SM-43-P1,50,478109.666,2038510.974,-8.25
SM-43-P1,50,478112.67,2038510.48,-8.355
SM-43-P1,50,478109.666,2038510.974,-8.475
SM-40-P1,50,477608.176,2038623.913,-13.18
SM-40-P1,50,477608.176,2038623.913,-13.59
SM-40-P1,50,477608.176,2038623.913,-14.005
SM-40-P1,50,477608.176,2038623.913,-14.455
SM-40-P1,50,477608.176,2038623.913,-14.98
SM-40-P1,50,477608.176,2038623.913,-15.405
SM-40-P1,50,477608.176,2038623.913,-15.88
SM-40-P1,50,477608.176,2038623.913,-16.33
SM-40-P1,50,477608.176,2038623.913,-16.78
SM-40-P1,50,477608.176,2038623.913,-27.205
SM-40-P1,50,477608.176,2038623.913,-27.43
SM-40-P1,50,477608.176,2038623.913,-27.655
SM-40-P1,50,477608.176,2038623.913,-27.88
SM-40-P1,50,477608.176,2038623.913,-28.105
SM-40-P1,50,477608.176,2038623.913,-28.33
SM-40-P1,50,477608.176,2038623.913,-28.555
SM-40-P1,50,477608.176,2038623.913,-29.905
SM-40-P1,50,477608.176,2038623.913,-30.13
SM-40-P1,50,477608.176,2038623.913,-30.355
SM-40-P1,50,477608.176,2038623.913,-30.58
SM-40-P1,50,477608.176,2038623.913,-30.805
SM-40-P1,50,477608.176,2038623.913,-32.605
SM-40-P1,50,477608.176,2038623.913,-43.405
SM-40-P1,50,477608.176,2038623.913,-44.305
SM-40-P1,50,477608.176,2038623.913,-44.53
SM-40-P1,50,477608.176,2038623.913,-44.755
SM-40-P1,50,477608.176,2038623.913,-44.98
SM-40-P1,50,477608.176,2038623.913,-45.205
SM-40-P1,50,477608.176,2038623.913,-49.255
SM-40-P1,50,477608.176,2038623.913,-50.155
SM-03-B1,50,479599.92,2035977.75,-17.835
SM-03-B1,50,479599.92,2035977.75,-18.06
SM-03-B1,50,479599.92,2035977.75,-18.285
SM-03-B1,50,479599.92,2035977.75,-18.51
SM-03-B1,50,479599.92,2035977.75,-18.735
SM-03-B1,50,479599.92,2035977.75,-20.535
SM-03-B1,50,479599.92,2035977.75,-21.435
SM-03-B1,50,479599.92,2035977.75,-21.66
SM-03-B1,50,479599.92,2035977.75,-21.885
SM-03-B1,50,479599.92,2035977.75,-22.785
SM-03-B1,50,479599.92,2035977.75,-24.135
SM-11-B1,50,477167.57,2037681.46,2.305
SM-11-B1,50,477167.57,2037681.46,0.955
SM-11-B1,50,477167.57,2037681.46,0.73
SM-11-B1,50,477167.57,2037681.46,0.505
SM-11-B1,50,477167.57,2037681.46,-0.845
SM-11-B1,50,477167.57,2037681.46,-1.07
SM-11-B1,50,477167.57,2037681.46,-1.295
SM-11-B1,50,477167.57,2037681.46,-1.52
SM-11-B1,50,477167.57,2037681.46,-1.745
SM-11-B1,50,477167.57,2037681.46,-1.97
SM-11-B1,50,477167.57,2037681.46,-2.195
SM-11-B1,50,477167.57,2037681.46,-24.695
SM-11-B1,50,477167.57,2037681.46,-24.92
SM-11-B1,50,477167.57,2037681.46,-25.145
SM-11-B1,50,477167.57,2037681.46,-25.37
SM-11-B1,50,477167.57,2037681.46,-25.52
SM-11-B1,50,477167.57,2037681.46,-26.495
SM-11-B1,50,477167.57,2037681.46,-29.57
SM-11-B1,50,477167.57,2037681.46,-32.795
SM-41-P1,50,477763.79,2038599.78,-25.295
SM-41-P1,50,477763.79,2038599.78,-25.52
SM-41-P1,50,477763.79,2038599.78,-25.745
SM-41-P1,50,477763.79,2038599.78,-29.345
SM-41-P1,50,477763.79,2038599.78,-30.245
SM-41-P1,50,477763.79,2038599.78,-41.045
SM-41-P1,50,477763.79,2038599.78,-44.645
SM-41-P1,50,477763.79,2038599.78,-44.87
SM-41-P1,50,477763.79,2038599.78,-45.095
SM-41-P1,50,477763.79,2038599.78,-45.995
SM-41-P1,50,477763.79,2038599.78,-46.22
SM-41-P1,50,477763.79,2038599.78,-46.445
SM-41-P1,50,477763.79,2038599.78,-47.345
SM-41-P1,50,477763.79,2038599.78,-48.245
SM-41-P1,50,477763.79,2038599.78,-49.595
SM-41-P1,50,477763.79,2038599.78,-49.82
SM-41-P1,50,477763.79,2038599.78,-50.045
SM-41-P1,50,477763.79,2038599.78,-50.27
SM-41-P1,50,477763.79,2038599.78,-50.495
SM-32-P2,50,479000.45,2036846.64,-17.715
SM-32-P2,50,479000.45,2036846.64,-19.515
SM-32-P2,50,479000.45,2036846.64,-28.065
SM-32-P2,50,479000.45,2036846.64,-37.065
SM-32-P2,50,479000.45,2036846.64,-37.29
SM-32-P2,50,479000.45,2036846.64,-37.515
SM-32-P2,50,479000.45,2036846.64,-40.215
SM-32-P2,50,479000.45,2036846.64,-40.44
SM-32-P2,50,479000.45,2036846.64,-40.665
SM-32-P2,50,479000.45,2036846.64,-41.565
SM-32-P2,50,479000.45,2036846.64,-41.79
SM-32-P2,50,479000.45,2036846.64,-41.89
SM-32-P2,50,479000.45,2036846.64,-42.465
SM-32-P2,50,479000.45,2036846.64,-42.69
SM-32-P2,50,479000.45,2036846.64,-42.915
SM-32-P2,50,479000.45,2036846.64,-43.14
SM-32-P2,50,479000.45,2036846.64,-43.365
SM-32-P2,50,479000.45,2036846.64,-44.265
SM-32-P2,50,479000.45,2036846.64,-44.49
SM-32-P2,50,479000.45,2036846.64,-44.715
SM-32-P2,50,479000.45,2036846.64,-44.94
SM-32-P2,50,479000.45,2036846.64,-45.165
SM-32-P2,50,479000.45,2036846.64,-46.965
SM-32-P2,50,479000.45,2036846.64,-47.19
SM-32-P2,50,479000.45,2036846.64,-47.415
SM-32-P2,50,479000.45,2036846.64,-47.64
SM-32-P2,50,479000.45,2036846.64,-47.865
SM-32-P2,50,479000.45,2036846.64,-48.09
SM-32-P2,50,479000.45,2036846.64,-48.315
SM-32-P2,50,479000.45,2036846.64,-48.54
SM-32-P2,50,479000.45,2036846.64,-48.765
SM-32-P2,50,479000.45,2036846.64,-48.99
SM-32-P2,50,479000.45,2036846.64,-49.215
SM-32-P2,50,479000.45,2036846.64,-49.44
SM-32-P2,50,479000.45,2036846.64,-49.665
SM-32-P2,50,479000.45,2036846.64,-49.89
SM-32-P2,50,479000.45,2036846.64,-50.115
SM-48-P1,50,477235.12,2038040.99,-32.015
SM-48-P1,50,477235.12,2038040.99,-32.24
SM-48-P1,50,477235.12,2038040.99,-32.465
SM-48-P1,50,477235.12,2038040.99,-33.365
SM-48-P1,50,477235.12,2038040.99,-33.59
SM-48-P1,50,477235.12,2038040.99,-33.815
SM-48-P1,50,477235.12,2038040.99,-35.165
SM-48-P1,50,477235.12,2038040.99,-35.39
SM-48-P1,50,477235.12,2038040.99,-35.615
SM-48-P1,50,477235.12,2038040.99,-35.84
SM-48-P1,50,477235.12,2038040.99,-36.065
SM-48-P1,50,477235.12,2038040.99,-36.29
SM-48-P1,50,477235.12,2038040.99,-36.515
SM-48-P1,50,477235.12,2038040.99,-38.315
SM-48-P1,50,477235.12,2038040.99,-38.54
SM-48-P1,50,477235.12,2038040.99,-38.765
SM-48-P1,50,477235.12,2038040.99,-38.99
SM-48-P1,50,477235.12,2038040.99,-39.215
SM-48-P1,50,477235.12,2038040.99,-39.44
SM-48-P1,50,477235.12,2038040.99,-39.665
SM-48-P1,50,477235.12,2038040.99,-39.89
SM-48-P1,50,477235.12,2038040.99,-40.115
SM-48-P1,50,477235.12,2038040.99,-41.015
SM-48-P1,50,477235.12,2038040.99,-41.24
SM-48-P1,50,477235.12,2038040.99,-41.465
SM-48-P1,50,477235.12,2038040.99,-41.69
SM-48-P1,50,477235.12,2038040.99,-41.915
SM-48-P1,50,477235.12,2038040.99,-42.14
SM-48-P1,50,477235.12,2038040.99,-42.365
SM-48-P1,50,477235.12,2038040.99,-42.59
SM-48-P1,50,477235.12,2038040.99,-42.815
SM-48-P1,50,477235.12,2038040.99,-43.04
SM-48-P1,50,477235.12,2038040.99,-43.265
SM-48-P1,50,477235.12,2038040.99,-43.49
SM-48-P1,50,477235.12,2038040.99,-43.715
SM-48-P1,50,477235.12,2038040.99,-43.94
SM-48-P1,50,477235.12,2038040.99,-44.165
SM-48-P1,50,477235.12,2038040.99,-44.39
SM-48-P1,50,477235.12,2038040.99,-44.615
SM-48-P1,50,477235.12,2038040.99,-44.84
SM-48-P1,50,477235.12,2038040.99,-45.065
SM-48-P1,50,477235.12,2038040.99,-45.29
SM-48-P1,50,477235.12,2038040.99,-45.515
SM-48-P1,50,477235.12,2038040.99,-45.74
SM-48-P1,50,477235.12,2038040.99,-45.965
SM-48-P1,50,477235.12,2038040.99,-46.19
SM-48-P1,50,477235.12,2038040.99,-46.415
SM-48-P1,50,477235.12,2038040.99,-46.64
SM-48-P1,50,477235.12,2038040.99,-46.865
SM-48-P1,50,477235.12,2038040.99,-47.09
SM-48-P1,50,477235.12,2038040.99,-47.315
SM-30-P2,50,480015.16,2037202.47,-27.815
SM-30-P2,50,480015.16,2037202.47,-28.04
SM-30-P2,50,480015.16,2037202.47,-28.265
SM-30-P2,50,480015.16,2037202.47,-28.49
SM-30-P2,50,480015.16,2037202.47,-28.715
SM-30-P2,50,480015.16,2037202.47,-28.94
SM-30-P2,50,480015.16,2037202.47,-29.165
SM-30-P2,50,480015.16,2037202.47,-29.39
SM-30-P2,50,480015.16,2037202.47,-29.615
SM-30-P2,50,480015.16,2037202.47,-29.84
SM-30-P2,50,480015.16,2037202.47,-30.065
SM-30-P2,50,480015.16,2037202.47,-30.29
SM-30-P2,50,480015.16,2037202.47,-30.515
SM-30-P2,50,480015.16,2037202.47,-30.74
SM-30-P2,50,480015.16,2037202.47,-30.89
SM-30-P2,50,480015.16,2037202.47,-31.415
SM-30-P2,50,480015.16,2037202.47,-31.64
SM-30-P2,50,480015.16,2037202.47,-31.865
SM-30-P2,50,480015.16,2037202.47,-32.09
SM-30-P2,50,480015.16,2037202.47,-32.315
SM-30-P2,50,480015.16,2037202.47,-32.54
SM-30-P2,50,480015.16,2037202.47,-32.765
SM-30-P2,50,480015.16,2037202.47,-33.665
SM-30-P2,50,480015.16,2037202.47,-34.565
SM-30-P2,50,480015.16,2037202.47,-35.465
SM-30-P2,50,480015.16,2037202.47,-35.69
SM-30-P2,50,480015.16,2037202.47,-35.915
SM-30-P2,50,480015.16,2037202.47,-36.815
SM-30-P2,50,480015.16,2037202.47,-37.04
SM-30-P2,50,480015.16,2037202.47,-37.265
SM-30-P2,50,480015.16,2037202.47,-37.49
SM-30-P2,50,480015.16,2037202.47,-37.715
SM-30-P2,50,480015.16,2037202.47,-37.94
SM-30-P2,50,480015.16,2037202.47,-38.165
SM-30-P2,50,480015.16,2037202.47,-38.39
SM-30-P2,50,480015.16,2037202.47,-38.615
SM-30-P2,50,480015.16,2037202.47,-38.84
SM-30-P2,50,480015.16,2037202.47,-39.065
SM-30-P2,50,480015.16,2037202.47,-39.29
SM-30-P2,50,480015.16,2037202.47,-39.515
SM-30-P2,50,480015.16,2037202.47,-39.74
SM-30-P2,50,480015.16,2037202.47,-39.88
SM-30-P2,50,480015.16,2037202.47,-40.415
SM-30-P2,50,480015.16,2037202.47,-40.64
SM-30-P2,50,480015.16,2037202.47,-40.865
SM-30-P2,50,480015.16,2037202.47,-41.09
SM-30-P2,50,480015.16,2037202.47,-41.315
SM-30-P2,50,480015.16,2037202.47,-41.54
SM-30-P2,50,480015.16,2037202.47,-41.765
SM-30-P2,50,480015.16,2037202.47,-41.99
SM-30-P2,50,480015.16,2037202.47,-42.215
SM-30-P2,50,480015.16,2037202.47,-43.115
SM-30-P2,50,480015.16,2037202.47,-43.34
SM-30-P2,50,480015.16,2037202.47,-43.49
SM-30-P2,50,480015.16,2037202.47,-44.015
SM-30-P2,50,480015.16,2037202.47,-44.24
SM-30-P2,50,480015.16,2037202.47,-44.465
SM-30-P2,50,480015.16,2037202.47,-44.69
SM-30-P2,50,480015.16,2037202.47,-44.915
SM-30-P2,50,480015.16,2037202.47,-45.14
SM-30-P2,50,480015.16,2037202.47,-45.365
SM-30-P2,50,480015.16,2037202.47,-45.59
SM-30-P2,50,480015.16,2037202.47,-45.725
SM-30-P2,50,480015.16,2037202.47,-46.265
SM-30-P2,50,480015.16,2037202.47,-46.49
SM-30-P2,50,480015.16,2037202.47,-46.565
SM-30-P2,50,480015.16,2037202.47,-47.165
SM-30-P2,50,480015.16,2037202.47,-48.065
SM-30-P2,50,480015.16,2037202.47,-48.29
SM-30-P2,50,480015.16,2037202.47,-48.44
SM-30-P2,50,480015.16,2037202.47,-48.965
SM-73-P2,50,480177.03,2036206.51,-29.34
SM-73-P2,50,480177.03,2036206.51,-29.725
SM-73-P2,50,480177.03,2036206.51,-32.125
SM-73-P2,50,480177.03,2036206.51,-37.525
SM-73-P2,50,480177.03,2036206.51,-37.75
SM-73-P2,50,480177.03,2036206.51,-37.975
SM-73-P2,50,480177.03,2036206.51,-38.2
SM-73-P2,50,480177.03,2036206.51,-38.34
SM-73-P2,50,480177.03,2036206.51,-39.325
SM-73-P2,50,480177.03,2036206.51,-39.55
SM-73-P2,50,480177.03,2036206.51,-39.7
SM-73-P2,50,480177.03,2036206.51,-40.15
SM-73-P2,50,480177.03,2036206.51,-40.575
SM-73-P2,50,480177.03,2036206.51,-41.04
SM-73-P2,50,480177.03,2036206.51,-41.41
SM-73-P2,50,480177.03,2036206.51,-41.87
SM-73-P2,50,480177.03,2036206.51,-42.325
SM-73-P2,50,480177.03,2036206.51,-42.775
SM-73-P2,50,480177.03,2036206.51,-43.3
SM-73-P2,50,480177.03,2036206.51,-43.825
SM-73-P2,50,480177.03,2036206.51,-44.05
SM-73-P2,50,480177.03,2036206.51,-44.275
SM-73-P2,50,480177.03,2036206.51,-44.5
SM-73-P2,50,480177.03,2036206.51,-44.635
SM-73-P2,50,480177.03,2036206.51,-45.1
SM-73-P2,50,480177.03,2036206.51,-45.55
SM-73-P2,50,480177.03,2036206.51,-46.075
SM-73-P2,50,480177.03,2036206.51,-46.3
SM-73-P2,50,480177.03,2036206.51,-46.445
SM-73-P2,50,480177.03,2036206.51,-46.89
SM-73-P2,50,480177.03,2036206.51,-47.34
SM-73-P2,50,480177.03,2036206.51,-47.725
SM-73-P2,50,480177.03,2036206.51,-48.175
SM-73-P2,50,480177.03,2036206.51,-48.625
SM-73-P2,50,480177.03,2036206.51,-49.075
SM-68 P2,50,,,-24.975
SM-68 P2,50,,,-25.875
SM-68 P2,50,,,-26.1
SM-68 P2,50,,,-26.325
SM-68 P2,50,,,-27.225
SM-68 P2,50,,,-27.45
SM-68 P2,50,,,-27.675
SM-68 P2,50,,,-34.875
SM-68 P2,50,,,-35.1
SM-68 P2,50,,,-35.325
SM-68 P2,50,,,-36.225
SM-68 P2,50,,,-36.45
SM-68 P2,50,,,-36.675
SM-68 P2,50,,,-36.9
SM-68 P2,50,,,-37.125
SM-68 P2,50,,,-38.025
SM-68 P2,50,,,-38.925
SM-68 P2,50,,,-39.825
SM-68 P2,50,,,-40.05
SM-68 P2,50,,,-40.275
SM-68 P2,50,,,-40.5
SM-68 P2,50,,,-40.725
SM-68 P2,50,,,-40.95
SM-68 P2,50,,,-41.175
SM-68 P2,50,,,-41.4
SM-68 P2,50,,,-41.625
SM-68 P2,50,,,-41.85
SM-68 P2,50,,,-42.075
SM-68 P2,50,,,-42.3
SM-68 P2,50,,,-42.525
SM-68 P2,50,,,-42.75
SM-68 P2,50,,,-42.975
SM-68 P2,50,,,-43.2
SM-68 P2,50,,,-43.425
SM-68 P2,50,,,-44.325
SM-68 P2,50,,,-44.55
SM-68 P2,50,,,-44.775
SM-68 P2,50,,,-45
SM-68 P2,50,,,-45.225
SM-68 P2,50,,,-45.45
SM-68 P2,50,,,-45.675
SM-68 P2,50,,,-46.575
SM-68 P2,50,,,-46.8
SM-68 P2,50,,,-47.025
SM-68 P2,50,,,-48.25
SM-68 P2,50,,,-48.71
SM-68 P2,50,,,-49.12
SM-68 P2,50,,,-49.565
SM-68 P2,50,,,-50.025
SM-68 P2,50,,,-50.455
SM-68 P2,50,,,-50.91
SM-58-P1,50,478010.84,2037201.06,-19.125
SM-58-P1,50,478010.84,2037201.06,-19.35
SM-58-P1,50,478010.84,2037201.06,-19.575
SM-58-P1,50,478010.84,2037201.06,-20.925
SM-58-P1,50,478010.84,2037201.06,-21.825
SM-58-P1,50,478010.84,2037201.06,-22.05
SM-58-P1,50,478010.84,2037201.06,-22.275
SM-58-P1,50,478010.84,2037201.06,-23.175
SM-58-P1,50,478010.84,2037201.06,-23.4
SM-58-P1,50,478010.84,2037201.06,-23.625
SM-58-P1,50,478010.84,2037201.06,-23.85
SM-58-P1,50,478010.84,2037201.06,-24.075
SM-58-P1,50,478010.84,2037201.06,-24.975
SM-58-P1,50,478010.84,2037201.06,-25.875
SM-58-P1,50,478010.84,2037201.06,-26.1
SM-58-P1,50,478010.84,2037201.06,-26.325
SM-58-P1,50,478010.84,2037201.06,-26.55
SM-58-P1,50,478010.84,2037201.06,-26.775
SM-58-P1,50,478010.84,2037201.06,-27.675
SM-58-P1,50,478010.84,2037201.06,-27.9
SM-58-P1,50,478010.84,2037201.06,-28.125
SM-58-P1,50,478010.84,2037201.06,-29.025
SM-58-P1,50,478010.84,2037201.06,-31.275
SM-58-P1,50,478010.84,2037201.06,-31.5
SM-58-P1,50,478010.84,2037201.06,-31.725
SM-58-P1,50,478010.84,2037201.06,-31.95
SM-58-P1,50,478010.84,2037201.06,-32.175
SM-58-P1,50,478010.84,2037201.06,-32.4
SM-58-P1,50,478010.84,2037201.06,-32.625
SM-58-P1,50,478010.84,2037201.06,-32.85
SM-58-P1,50,478010.84,2037201.06,-33.075
SM-58-P1,50,478010.84,2037201.06,-33.3
SM-58-P1,50,478010.84,2037201.06,-33.525
SM-58-P1,50,478010.84,2037201.06,-33.75
SM-58-P1,50,478010.84,2037201.06,-33.975
SM-58-P1,50,478010.84,2037201.06,-35.325
SM-58-P1,50,478010.84,2037201.06,-35.55
SM-58-P1,50,478010.84,2037201.06,-35.775
SM-58-P1,50,478010.84,2037201.06,-36
SM-58-P1,50,478010.84,2037201.06,-36.225
SM-58-P1,50,478010.84,2037201.06,-36.45
SM-58-P1,50,478010.84,2037201.06,-36.675
SM-58-P1,50,478010.84,2037201.06,-37.575
SM-58-P1,50,478010.84,2037201.06,-37.8
SM-58-P1,50,478010.84,2037201.06,-38.025
SM-58-P1,50,478010.84,2037201.06,-38.25
SM-58-P1,50,478010.84,2037201.06,-38.475
SM-58-P1,50,478010.84,2037201.06,-38.7
SM-58-P1,50,478010.84,2037201.06,-38.925
SM-58-P1,50,478010.84,2037201.06,-39.15
SM-58-P1,50,478010.84,2037201.06,-39.375
SM-58-P1,50,478010.84,2037201.06,-39.6
SM-58-P1,50,478010.84,2037201.06,-39.825
SM-58-P1,50,478010.84,2037201.06,-40.05
SM-58-P1,50,478010.84,2037201.06,-40.275
SM-58-P1,50,478010.84,2037201.06,-40.5
SM-58-P1,50,478010.84,2037201.06,-40.725
SM-58-P1,50,478010.84,2037201.06,-40.95
SM-58-P1,50,478010.84,2037201.06,-41.175
SM-58-P1,50,478010.84,2037201.06,-41.4
SM-58-P1,50,478010.84,2037201.06,-41.55
SM-58-P1,50,478010.84,2037201.06,-41.925
SM-58-P1,50,478010.84,2037201.06,-42.45
SM-58-P1,50,478010.84,2037201.06,-42.875
SM-58-P1,50,478010.84,2037201.06,-43.31
SM-58-P1,50,478010.84,2037201.06,-43.85
SM-58-P1,50,478010.84,2037201.06,-44.325
SM-58-P1,50,478010.84,2037201.06,-44.55
SM-58-P1,50,478010.84,2037201.06,-44.775
SM-58-P1,50,478010.84,2037201.06,-45.675
SM-39-P2,50,480204.54,2036551.45,-32.305
SM-39-P2,50,480204.54,2036551.45,-32.53
SM-39-P2,50,480204.54,2036551.45,-32.755
SM-39-P2,50,480204.54,2036551.45,-32.98
SM-39-P2,50,480204.54,2036551.45,-33.205
SM-39-P2,50,480204.54,2036551.45,-34.105
SM-39-P2,50,480204.54,2036551.45,-34.33
SM-39-P2,50,480204.54,2036551.45,-34.555
SM-39-P2,50,480204.54,2036551.45,-34.78
SM-39-P2,50,480204.54,2036551.45,-35.005
SM-39-P2,50,480204.54,2036551.45,-35.905
SM-39-P2,50,480204.54,2036551.45,-36.13
SM-39-P2,50,480204.54,2036551.45,-36.355
SM-39-P2,50,480204.54,2036551.45,-36.58
SM-39-P2,50,480204.54,2036551.45,-36.805
SM-39-P2,50,480204.54,2036551.45,-37.03
SM-39-P2,50,480204.54,2036551.45,-37.255
SM-39-P2,50,480204.54,2036551.45,-37.48
SM-39-P2,50,480204.54,2036551.45,-37.705
SM-39-P2,50,480204.54,2036551.45,-37.93
SM-39-P2,50,480204.54,2036551.45,-38.155
SM-39-P2,50,480204.54,2036551.45,-38.38
SM-39-P2,50,480204.54,2036551.45,-38.605
SM-39-P2,50,480204.54,2036551.45,-38.83
SM-39-P2,50,480204.54,2036551.45,-39.055
SM-39-P2,50,480204.54,2036551.45,-39.28
SM-39-P2,50,480204.54,2036551.45,-39.505
SM-39-P2,50,480204.54,2036551.45,-39.73
SM-39-P2,50,480204.54,2036551.45,-39.955
SM-39-P2,50,480204.54,2036551.45,-41.305
SM-39-P2,50,480204.54,2036551.45,-41.53
SM-39-P2,50,480204.54,2036551.45,-41.605
SM-39-P2,50,480204.54,2036551.45,-42.205
SM-39-P2,50,480204.54,2036551.45,-45.805
SM-39-P2,50,480204.54,2036551.45,-46.03
SM-39-P2,50,480204.54,2036551.45,-46.145
SM-39-P2,50,480204.54,2036551.45,-46.26
SM-39-P2,50,480204.54,2036551.45,-46.37
SM-39-P2,50,480204.54,2036551.45,-46.48
SM-39-P2,50,480204.54,2036551.45,-46.595
SM-39-P2,50,480204.54,2036551.45,-46.71
SM-39-P2,50,480204.54,2036551.45,-46.82
SM-39-P2,50,480204.54,2036551.45,-46.93
SM-39-P2,50,480204.54,2036551.45,-47.155
SM-39-P2,50,480204.54,2036551.45,-47.38
SM-39-P2,50,480204.54,2036551.45,-47.605
SM-39-P2,50,480204.54,2036551.45,-47.83
SM-39-P2,50,480204.54,2036551.45,-47.945
SM-39-P2,50,480204.54,2036551.45,-48.06
SM-39-P2,50,480204.54,2036551.45,-48.17
SM-39-P2,50,480204.54,2036551.45,-48.28
SM-39-P2,50,480204.54,2036551.45,-48.395
SM-39-P2,50,480204.54,2036551.45,-48.51
SM-39-P2,50,480204.54,2036551.45,-48.62
SM-06-B2,50,,,-18.675
SM-16-P2,50,478795.23,2036506.72,-16.805
SM-16-P2,50,478795.23,2036506.72,-17.03
SM-16-P2,50,478795.23,2036506.72,-17.255
SM-16-P2,50,478795.23,2036506.72,-19.955
SM-16-P2,50,478795.23,2036506.72,-20.18
SM-16-P2,50,478795.23,2036506.72,-20.405
SM-16-P2,50,478795.23,2036506.72,-20.63
SM-16-P2,50,478795.23,2036506.72,-20.855
SM-16-P2,50,478795.23,2036506.72,-23.105
SM-16-P2,50,478795.23,2036506.72,-23.33
SM-16-P2,50,478795.23,2036506.72,-23.555
SM-16-P2,50,478795.23,2036506.72,-24.905
SM-16-P2,50,478795.23,2036506.72,-25.13
SM-16-P2,50,478795.23,2036506.72,-25.355
SM-16-P2,50,478795.23,2036506.72,-27.155
SM-16-P2,50,478795.23,2036506.72,-27.38
SM-16-P2,50,478795.23,2036506.72,-27.605
SM-16-P2,50,478795.23,2036506.72,-27.83
SM-16-P2,50,478795.23,2036506.72,-28.055
SM-16-P2,50,478795.23,2036506.72,-28.28
SM-16-P2,50,478795.23,2036506.72,-28.505
SM-16-P2,50,478795.23,2036506.72,-28.73
SM-16-P2,50,478795.23,2036506.72,-28.955
SM-16-P2,50,478795.23,2036506.72,-29.18
SM-16-P2,50,478795.23,2036506.72,-29.405
SM-16-P2,50,478795.23,2036506.72,-29.63
SM-16-P2,50,478795.23,2036506.72,-29.855
SM-16-P2,50,478795.23,2036506.72,-32.105
SM-16-P2,50,478795.23,2036506.72,-32.33
SM-16-P2,50,478795.23,2036506.72,-32.555
SM-16-P2,50,478795.23,2036506.72,-33.455
SM-16-P2,50,478795.23,2036506.72,-34.805
SM-16-P2,50,478795.23,2036506.72,-35.03
SM-16-P2,50,478795.23,2036506.72,-35.255
SM-16-P2,50,478795.23,2036506.72,-35.48
SM-16-P2,50,478795.23,2036506.72,-35.705
SM-16-P2,50,478795.23,2036506.72,-35.93
SM-16-P2,50,478795.23,2036506.72,-36.155
SM-16-P2,50,478795.23,2036506.72,-36.38
SM-16-P2,50,478795.23,2036506.72,-36.605
SM-16-P2,50,478795.23,2036506.72,-36.83
SM-16-P2,50,478795.23,2036506.72,-37.055
SM-16-P2,50,478795.23,2036506.72,-37.28
SM-16-P2,50,478795.23,2036506.72,-37.505
SM-16-P2,50,478795.23,2036506.72,-38.405
SM-16-P2,50,478795.23,2036506.72,-38.63
SM-16-P2,50,478795.23,2036506.72,-38.855
SM-16-P2,50,478795.23,2036506.72,-40.655
SM-16-P2,50,478795.23,2036506.72,-40.88
SM-16-P2,50,478795.23,2036506.72,-41.105
SM-16-P2,50,478795.23,2036506.72,-41.33
SM-16-P2,50,478795.23,2036506.72,-41.555
SM-16-P2,50,478795.23,2036506.72,-42.455
SM-16-P2,50,478795.23,2036506.72,-42.68
SM-16-P2,50,478795.23,2036506.72,-42.805
SM-16-P2,50,478795.23,2036506.72,-43.27
SM-16-P2,50,478795.23,2036506.72,-43.73
SM-16-P2,50,478795.23,2036506.72,-44.17
SM-16-P2,50,478795.23,2036506.72,-44.625
SM-16-P2,50,478795.23,2036506.72,-45.155
SM-16-P2,50,478795.23,2036506.72,-45.38
SM-16-P2,50,478795.23,2036506.72,-45.52
SM-16-P2,50,478795.23,2036506.72,-45.965
SM-16-P2,50,478795.23,2036506.72,-46.415
SM-16-P2,50,478795.23,2036506.72,-46.805
SM-16-P2,50,478795.23,2036506.72,-47.32
SM-16-P2,50,478795.23,2036506.72,-47.69
SM-16-P2,50,478795.23,2036506.72,-48.155
SM-16-P2,50,478795.23,2036506.72,-48.68
SM-16-P2,50,478795.23,2036506.72,-49.055
SM-16-P2,50,478795.23,2036506.72,-49.505
SM-16-P2,50,478795.23,2036506.72,-50.005
SM-16-P2,50,478795.23,2036506.72,-50.405
SM-16-P2,50,478795.23,2036506.72,-50.845
SM-16-P2,50,478795.23,2036506.72,-51.305
SM-16-P2,50,478795.23,2036506.72,-51.905
SM-16-P2,50,478795.23,2036506.72,-52.13
SM-16-P2,50,478795.23,2036506.72,-52.355
SM-16-P2,50,478795.23,2036506.72,-52.58
SM-16-P2,50,478795.23,2036506.72,-52.805
SM-16-P2,50,478795.23,2036506.72,-53.03
SM-16-P2,50,478795.23,2036506.72,-53.255
